GEOID,lat,lon,population,dist_to_existing_m,covered
39049007532,40.054850501009575,-82.93414466771686,3175,547.5124816960748,0
39049004820,39.941989739324924,-83.06196760091845,2534,498.7136480589707,0
39049004900,39.94830386640333,-83.04789630059082,5693,83.40505583884051,0
39049980000,39.99645273183703,-82.88686891952234,0,375.62882855313586,0
39049007424,40.02175472847769,-82.90157537601854,6516,324.3256748176898,0
39049009325,39.92749151278579,-82.88264947672644,4492,232.5359173996518,0
39049009326,39.91962803343768,-82.87209508397012,2026,663.058465471909,0
39049005200,39.9509625835984,-82.99179355175144,3133,266.7631242770024,0
39049005300,39.955340045861604,-82.9740658215987,2945,330.7560208567902,0
39049005410,39.95515463943961,-82.95382710278379,1623,346.4336490927388,0
39049005420,39.951109180890406,-82.95551876497578,2121,334.83479991395023,0
39049005500,39.94607632949372,-82.96031560791371,4647,423.0298202413687,0
39049005610,39.9473903809743,-82.97810898145123,1694,456.20376558365564,0
39049005700,39.94589050678613,-82.9991984426076,3916,202.86699378694004,0
39049005810,39.93789378556416,-82.99139012568524,2874,523.8952279987875,0
39049007427,40.004990863016374,-82.84960340128447,5822,814.9375054025652,0
39049007511,40.00616690188561,-82.96063589588181,2105,352.07047756170164,0
39049007512,40.00563170783451,-82.9447548373206,4526,391.84281883050124,0
39049007531,40.0504727733239,-82.9488028305355,2754,550.3656186873981,0
39049009340,39.95830630829771,-82.86932705738022,3225,469.1995508944172,0
39049009332,39.937299756068576,-82.92039042582645,3988,1416.986573156084,0
39049009334,39.9370650983578,-82.90077327444482,2851,345.6338912386782,0
39049009337,39.92416988984768,-82.90695365544148,4552,906.5650008334692,0
39049005820,39.93220384192764,-82.99095948443686,2197,200.2349446818209,0
39049006000,39.93171963525386,-82.97752989151348,1957,517.1257041086949,0
39049006100,39.92550857550037,-82.99057582414095,2407,306.08075276159764,0
39049009372,39.92606666350521,-82.85421414455392,5334,1108.9951230118947,0
39049009350,39.96432648911742,-82.8633960407053,3079,1348.5520059745795,0
39049006310,40.039074213642984,-83.08275626596355,4394,1943.2303281074624,0
39049006321,40.03977759160022,-83.05940796941077,4400,983.1486083575024,0
39049007534,40.0318281008131,-82.94668098680795,4126,767.6881720922415,0
39049007710,40.03686093820323,-82.96757373275327,4185,494.1440266128687,0
39049007721,40.0552376819164,-82.9650078376048,6361,737.5375779827979,0
39049007722,40.04619553500239,-82.9656432593426,4072,788.9491741766933,0
39049007730,40.057701165569135,-82.98774294823866,3327,147.20852104675492,0
39049007740,40.049982603517314,-82.98692370470287,1690,177.5149375786905,0
39049007811,40.035017562595065,-83.04331531132217,4084,842.3165667269923,0
39049007830,39.995355718486756,-83.0358163740852,2789,96.10272963558086,0
39049006372,40.07214328206429,-83.09814728571014,7311,637.6124235131546,0
39049009381,39.96772934832222,-82.8141160859385,6921,1830.71872534658,0
39049009382,39.96477986807009,-82.79996973632191,2940,1364.8494247184449,0
39049009383,39.94835499036364,-82.82373260287254,3030,643.2311507036156,0
39049009384,39.95031923975152,-82.81057636360747,2681,689.0274505231112,0
39049009385,39.9484520991022,-82.79138792159827,3810,1010.2991160588493,0
39049006323,40.025073144579345,-83.05550298519515,3465,172.4116496302136,0
39049006330,40.02311825237845,-83.080658355814,4637,348.6128546642226,0
39049006340,40.05362769694082,-83.0844225332754,3548,1143.6570000318986,0
39049006351,40.06702567100404,-83.054232739714,4313,588.7525528776118,0
39049006352,40.05522127035497,-83.05048366334162,3594,188.82469686127945,0
39049006353,40.058823696962385,-83.06984836776417,5538,478.71605271729425,0
39049007922,40.0455452760808,-83.14224089314222,6794,1139.2150917806562,0
39049007931,40.024632468731575,-83.13565836087369,4451,1066.5213850115435,0
39049009386,39.93925246609498,-82.81608963753115,3096,1271.3194027573948,0
39049009410,39.909599721841936,-82.85730881642863,3025,702.1145826460375,0
39049009520,39.88079403802056,-82.9500389537645,4472,2150.9760490882063,0
39049009590,39.84235060769115,-82.98041956864428,5520,4292.310033612434,0
39049009600,39.89051323646519,-83.09410529861321,4829,709.5792297896393,0
39049009711,39.88719474668302,-83.07904942593703,4950,577.4293132432666,0
39049006384,40.12175609004697,-83.07392284766406,5871,622.1509243136894,0
39049006386,40.10426386984647,-83.08993708325956,5360,115.22475793164176,0
39049006387,40.0985550271774,-83.06631748970152,5958,911.3798076133963,0
39049007941,40.0012671920981,-83.10252419882359,3126,1659.8906026934942,0
39049009712,39.8774046811888,-83.07739017258397,2695,565.3859214971405,0
39049009751,39.83869652970422,-83.09466047563443,6359,6296.251581783565,0
39049009752,39.88521724122415,-83.11207931820847,7133,2232.597647488578,0
39049006410,40.0125310605291,-83.0818126876829,3136,1383.1900168847756,0
39049010100,40.04530886463659,-82.91700919020653,1363,307.4635285139181,0
39049001121,40.00046568786603,-83.01231622628762,10370,463.0690253977232,0
39049001122,40.006586949851716,-83.03202164551374,2327,1014.6043033412867,0
39049008163,39.93959084597686,-83.13431538035105,3569,371.2787252241179,0
39049008164,39.933867390832894,-83.13387777698678,5231,1168.0048028583487,0
39049007041,40.12472693400433,-83.02467233002295,2135,1564.5754586003507,0
39049007199,40.068678977241525,-82.91402818956621,7347,1279.2677881746936,0
39049007209,40.06874955141171,-82.85206326736676,9599,1753.7408085604472,1
39049007394,40.03407923716772,-82.81078086799276,3304,6031.5285414592745,0
39049010602,40.017464349416855,-83.16433731142321,6156,777.2325205076268,0
39049009497,39.82721998690686,-82.86039073084343,2061,4977.637033627566,0
